Feature 'workclass' - Category: 'Private': count 4553, precision 0.6752873563218391, recall 0.24127310061601642, fbeta: 0.3555219364599092
Feature 'relationship' - Category: 'Not-in-family': count 1690, precision 0.49038461538461536, recall 0.29651162790697677, fbeta: 0.3695652173913044
Feature 'relationship' - Category: 'Own-child': count 1033, precision 0.16, recall 0.3333333333333333, fbeta: 0.21621621621621623
Feature 'relationship' - Category: 'Other-relative': count 182, precision 0.5, recall 0.5, fbeta: 0.5
Feature 'relationship' - Category: 'Unmarried': count 661, precision 0.4482758620689655, recall 0.3023255813953488, fbeta: 0.36111111111111105
Feature 'relationship' - Category: 'Wife': count 277, precision 0.6829268292682927, recall 0.21875, fbeta: 0.33136094674556216
Feature 'race' - Category: 'White': count 5543, precision 0.7263374485596708, recall 0.25450612833453495, fbeta: 0.3769353977576081
Feature 'race' - Category: 'Black': count 638, precision 0.5517241379310345, recall 0.2318840579710145, fbeta: 0.32653061224489793
Feature 'race' - Category: 'Asian-Pac-Islander': count 211, precision 0.68, recall 0.29310344827586204, fbeta: 0.40963855421686746
Feature 'race' - Category: 'Amer-Indian-Eskimo': count 64, precision 0.3333333333333333, recall 0.1111111111111111, fbeta: 0.16666666666666666
Feature 'race' - Category: 'Other': count 57, precision 0.0, recall 0.0, fbeta: 1.0
Feature 'sex' - Category: 'Male': count 4429, precision 0.7632183908045977, recall 0.25362872421695953, fbeta: 0.3807339449541285
Feature 'sex' - Category: 'Female': count 2084, precision 0.4954954954954955, recall 0.25462962962962965, fbeta: 0.3363914373088685
Feature 'native-country' - Category: 'United-States': count 5871, precision 0.7119675456389453, recall 0.24911284599006386, fbeta: 0.36908517350157727
Feature 'native-country' - Category: 'Cuba': count 15, precision 1.0, recall 0.16666666666666666, fbeta: 0.2857142857142857
Feature 'native-country' - Category: 'Mexico': count 123, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Philippines': count 40, precision 0.75, recall 0.25, fbeta: 0.375
Feature 'native-country' - Category: 'China': count 12, precision 0.3333333333333333, recall 0.3333333333333333, fbeta: 0.3333333333333333
Feature 'native-country' - Category: 'Jamaica': count 15, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: '?': count 100, precision 0.2857142857142857, recall 0.14285714285714285, fbeta: 0.19047619047619047
Feature 'native-country' - Category: 'Columbia': count 9, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Thailand': count 2, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Scotland': count 4, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Italy': count 15, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Puerto-Rico': count 29, precision 0.6666666666666666, recall 0.6666666666666666, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'El-Salvador': count 22, precision 1.0, recall 0.3333333333333333, fbeta: 0.5
Feature 'native-country' - Category: 'England': count 18, precision 1.0, recall 0.42857142857142855, fbeta: 0.6
Feature 'native-country' - Category: 'Germany': count 28, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Yugoslavia': count 4, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Canada': count 24, precision 0.8, recall 0.4444444444444444, fbeta: 0.5714285714285714
Feature 'native-country' - Category: 'Taiwan': count 11, precision 1.0, recall 0.25, fbeta: 0.4
Feature 'native-country' - Category: 'Nicaragua': count 7, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Dominican-Republic': count 13, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Guatemala': count 12, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'South': count 15, precision 0.5, recall 0.5, fbeta: 0.5
Feature 'native-country' - Category: 'India': count 17, precision 0.6666666666666666, recall 0.2857142857142857, fbeta: 0.4
Feature 'native-country' - Category: 'Hong': count 2, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Japan': count 17, precision 1.0, recall 0.2222222222222222, fbeta: 0.3636363636363636
Feature 'native-country' - Category: 'Peru': count 6, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Poland': count 13, precision 0.5, recall 0.3333333333333333, fbeta: 0.4
Feature 'native-country' - Category: 'Trinadad&Tobago': count 4, precision 0.0, recall 1.0, fbeta: 0.0
Feature 'native-country' - Category: 'Portugal': count 7, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Vietnam': count 11, precision 0.6666666666666666, recall 1.0, fbeta: 0.8
Feature 'native-country' - Category: 'Laos': count 4, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Hungary': count 2, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Greece': count 5, precision 0.5, recall 0.5, fbeta: 0.5
Feature 'native-country' - Category: 'Iran': count 10, precision 0.5, recall 0.3333333333333333, fbeta: 0.4
Feature 'native-country' - Category: 'Ecuador': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Ireland': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Haiti': count 8, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'France': count 4, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Honduras': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Outlying-US(Guam-USVI-etc)': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Cambodia': count 2, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'workclass' - Category: 'Private': count 4505, precision 0.7082152974504249, recall 0.2564102564102564, fbeta: 0.3765060240963855
Feature 'workclass' - Category: 'Local-gov': count 408, precision 0.7142857142857143, recall 0.29411764705882354, fbeta: 0.4166666666666667
Feature 'workclass' - Category: 'Self-emp-inc': count 238, precision 0.9130434782608695, recall 0.3333333333333333, fbeta: 0.48837209302325574
Feature 'workclass' - Category: '?': count 362, precision 0.56, recall 0.32558139534883723, fbeta: 0.411764705882353
Feature 'workclass' - Category: 'State-gov': count 259, precision 0.7692307692307693, recall 0.18181818181818182, fbeta: 0.29411764705882354
Feature 'workclass' - Category: 'Self-emp-not-inc': count 530, precision 0.8852459016393442, recall 0.2983425414364641, fbeta: 0.4462809917355372
Feature 'workclass' - Category: 'Federal-gov': count 207, precision 0.8076923076923077, recall 0.24705882352941178, fbeta: 0.3783783783783784
Feature 'workclass' - Category: 'Without-pay': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'workclass' - Category: 'Never-worked': count 1, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'education' - Category: 'Masters': count 361, precision 0.9166666666666666, recall 0.32195121951219513, fbeta: 0.47653429602888087
Feature 'education' - Category: 'Bachelors': count 1068, precision 0.8133333333333334, recall 0.2657952069716776, fbeta: 0.40065681444991796
Feature 'education' - Category: 'Doctorate': count 78, precision 1.0, recall 0.3269230769230769, fbeta: 0.4927536231884058
Feature 'education' - Category: 'Some-college': count 1462, precision 0.696078431372549, recall 0.26492537313432835, fbeta: 0.3837837837837837
Feature 'education' - Category: 'HS-grad': count 2083, precision 0.5853658536585366, recall 0.21176470588235294, fbeta: 0.31101511879049676
Feature 'education' - Category: 'Assoc-voc': count 286, precision 0.6363636363636364, recall 0.2, fbeta: 0.30434782608695654
Feature 'education' - Category: '11th': count 217, precision 0.5, recall 0.6666666666666666, fbeta: 0.5714285714285715
Feature 'education' - Category: '10th': count 185, precision 0.4166666666666667, recall 0.29411764705882354, fbeta: 0.3448275862068966
Feature 'education' - Category: '1st-4th': count 35, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'education' - Category: 'Prof-school': count 122, precision 1.0, recall 0.4044943820224719, fbeta: 0.576
Feature 'education' - Category: '7th-8th': count 133, precision 0.4, recall 0.16666666666666666, fbeta: 0.23529411764705882
Feature 'education' - Category: 'Assoc-acdm': count 219, precision 0.7857142857142857, recall 0.22448979591836735, fbeta: 0.3492063492063492
Feature 'education' - Category: '5th-6th': count 65, precision 0.5, recall 0.25, fbeta: 0.3333333333333333
Feature 'education' - Category: '12th': count 101, precision 0.6, recall 0.5, fbeta: 0.5454545454545454
Feature 'education' - Category: '9th': count 89, precision 0.0, recall 0.0, fbeta: 1.0
Feature 'education' - Category: 'Preschool': count 9, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'marital-status' - Category: 'Never-married': count 2137, precision 0.46153846153846156, recall 0.3853211009174312, fbeta: 0.42
Feature 'marital-status' - Category: 'Divorced': count 856, precision 0.41304347826086957, recall 0.25, fbeta: 0.31147540983606553
Feature 'marital-status' - Category: 'Married-civ-spouse': count 3011, precision 0.8596059113300493, recall 0.2568064753495217, fbeta: 0.3954674220963173
Feature 'marital-status' - Category: 'Separated': count 209, precision 0.5, recall 0.42857142857142855, fbeta: 0.4615384615384615
Feature 'marital-status' - Category: 'Widowed': count 210, precision 0.5625, recall 0.47368421052631576, fbeta: 0.5142857142857142
Feature 'marital-status' - Category: 'Married-spouse-absent': count 84, precision 0.42857142857142855, recall 0.3333333333333333, fbeta: 0.375
Feature 'marital-status' - Category: 'Married-AF-spouse': count 6, precision 1.0, recall 0.2, fbeta: 0.33333333333333337
Feature 'occupation' - Category: 'Exec-managerial': count 846, precision 0.8671875, recall 0.27680798004987534, fbeta: 0.41965973534971646
Feature 'occupation' - Category: 'Sales': count 717, precision 0.863013698630137, recall 0.30288461538461536, fbeta: 0.44839857651245546
Feature 'occupation' - Category: 'Prof-specialty': count 810, precision 0.8608695652173913, recall 0.2727272727272727, fbeta: 0.41422594142259406
Feature 'occupation' - Category: 'Craft-repair': count 865, precision 0.6266666666666667, recall 0.24479166666666666, fbeta: 0.35205992509363293
Feature 'occupation' - Category: 'Transport-moving': count 310, precision 0.6923076923076923, recall 0.28125, fbeta: 0.4
Feature 'occupation' - Category: '?': count 363, precision 0.56, recall 0.32558139534883723, fbeta: 0.411764705882353
Feature 'occupation' - Category: 'Adm-clerical': count 753, precision 0.5263157894736842, recall 0.22727272727272727, fbeta: 0.31746031746031744
Feature 'occupation' - Category: 'Tech-support': count 192, precision 0.7368421052631579, recall 0.22950819672131148, fbeta: 0.35
Feature 'occupation' - Category: 'Other-service': count 622, precision 0.2857142857142857, recall 0.2608695652173913, fbeta: 0.2727272727272727
Feature 'occupation' - Category: 'Protective-serv': count 112, precision 0.9, recall 0.21951219512195122, fbeta: 0.3529411764705882
Feature 'occupation' - Category: 'Farming-fishing': count 201, precision 0.9, recall 0.3, fbeta: 0.45000000000000007
Feature 'occupation' - Category: 'Handlers-cleaners': count 253, precision 0.8, recall 0.38095238095238093, fbeta: 0.5161290322580645
Feature 'occupation' - Category: 'Machine-op-inspct': count 441, precision 0.34782608695652173, recall 0.16326530612244897, fbeta: 0.22222222222222224
Feature 'occupation' - Category: 'Priv-house-serv': count 25, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'occupation' - Category: 'Armed-Forces': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'relationship' - Category: 'Not-in-family': count 1624, precision 0.5514018691588785, recall 0.34502923976608185, fbeta: 0.4244604316546762
Feature 'relationship' - Category: 'Own-child': count 1039, precision 0.125, recall 0.4, fbeta: 0.19047619047619047
Feature 'relationship' - Category: 'Husband': count 2667, precision 0.859504132231405, recall 0.25870646766169153, fbeta: 0.3977055449330784
Feature 'relationship' - Category: 'Unmarried': count 689, precision 0.5, recall 0.375, fbeta: 0.42857142857142855
Feature 'relationship' - Category: 'Wife': count 306, precision 0.8947368421052632, recall 0.22666666666666666, fbeta: 0.36170212765957444
Feature 'relationship' - Category: 'Other-relative': count 188, precision 0.6666666666666666, recall 0.2857142857142857, fbeta: 0.4
Feature 'race' - Category: 'White': count 5541, precision 0.7579365079365079, recall 0.2684469430780042, fbeta: 0.3964711987545408
Feature 'race' - Category: 'Black': count 612, precision 0.5833333333333334, recall 0.25301204819277107, fbeta: 0.35294117647058826
Feature 'race' - Category: 'Amer-Indian-Eskimo': count 71, precision 0.25, recall 0.16666666666666666, fbeta: 0.2
Feature 'race' - Category: 'Asian-Pac-Islander': count 218, precision 0.75, recall 0.28125, fbeta: 0.4090909090909091
Feature 'race' - Category: 'Other': count 71, precision 0.8, recall 0.5, fbeta: 0.6153846153846154
Feature 'sex' - Category: 'Male': count 4354, precision 0.788546255506608, recall 0.26498889711324947, fbeta: 0.3966759002770084
Feature 'sex' - Category: 'Female': count 2159, precision 0.5714285714285714, recall 0.2918454935622318, fbeta: 0.38636363636363635
Feature 'native-country' - Category: 'United-States': count 5801, precision 0.7389635316698656, recall 0.2673611111111111, fbeta: 0.39265680775114736
Feature 'native-country' - Category: 'Iran': count 7, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Mexico': count 134, precision 1.0, recall 0.6666666666666666, fbeta: 0.8
Feature 'native-country' - Category: '?': count 121, precision 0.8333333333333334, recall 0.30303030303030304, fbeta: 0.4444444444444444
Feature 'native-country' - Category: 'Philippines': count 43, precision 1.0, recall 0.3125, fbeta: 0.47619047619047616
Feature 'native-country' - Category: 'Guatemala': count 10, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Ecuador': count 9, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Japan': count 16, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Vietnam': count 14, precision 0.0, recall 0.0, fbeta: 1.0
Feature 'native-country' - Category: 'Taiwan': count 11, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'El-Salvador': count 25, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Poland': count 19, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Canada': count 24, precision 0.5, recall 0.2857142857142857, fbeta: 0.36363636363636365
Feature 'native-country' - Category: 'Outlying-US(Guam-USVI-etc)': count 7, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Columbia': count 13, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'India': count 29, precision 0.8, recall 0.36363636363636365, fbeta: 0.5000000000000001
Feature 'native-country' - Category: 'Peru': count 5, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Dominican-Republic': count 20, precision 0.5, recall 0.5, fbeta: 0.5
Feature 'native-country' - Category: 'China': count 16, precision 0.0, recall 0.0, fbeta: 1.0
Feature 'native-country' - Category: 'Thailand': count 3, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'South': count 15, precision 0.5, recall 0.3333333333333333, fbeta: 0.4
Feature 'native-country' - Category: 'Haiti': count 10, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Hungary': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Greece': count 3, precision 0.0, recall 1.0, fbeta: 0.0
Feature 'native-country' - Category: 'Jamaica': count 20, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Cuba': count 18, precision 1.0, recall 0.2, fbeta: 0.33333333333333337
Feature 'native-country' - Category: 'Puerto-Rico': count 23, precision 1.0, recall 0.2, fbeta: 0.33333333333333337
Feature 'native-country' - Category: 'Germany': count 23, precision 1.0, recall 0.5714285714285714, fbeta: 0.7272727272727273
Feature 'native-country' - Category: 'England': count 20, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Italy': count 15, precision 1.0, recall 0.125, fbeta: 0.2222222222222222
Feature 'native-country' - Category: 'Trinadad&Tobago': count 2, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Laos': count 4, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Portugal': count 5, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Hong': count 5, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Nicaragua': count 5, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Ireland': count 5, precision 0.0, recall 1.0, fbeta: 0.0
Feature 'native-country' - Category: 'France': count 4, precision 1.0, recall 0.3333333333333333, fbeta: 0.5
Feature 'native-country' - Category: 'Honduras': count 1, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Cambodia': count 2, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Yugoslavia': count 1, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Scotland': count 2, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'workclass' - Category: 'Private': count 4569, precision 0.713091922005571, recall 0.25396825396825395, fbeta: 0.37454279444038036
Feature 'workclass' - Category: '?': count 335, precision 0.3333333333333333, recall 0.2, fbeta: 0.25
Feature 'workclass' - Category: 'State-gov': count 236, precision 0.7619047619047619, recall 0.3076923076923077, fbeta: 0.4383561643835617
Feature 'workclass' - Category: 'Self-emp-not-inc': count 518, precision 0.75, recall 0.2532467532467532, fbeta: 0.37864077669902907
Feature 'workclass' - Category: 'Self-emp-inc': count 227, precision 0.9038461538461539, recall 0.39166666666666666, fbeta: 0.5465116279069767
Feature 'workclass' - Category: 'Local-gov': count 433, precision 0.6470588235294118, recall 0.2682926829268293, fbeta: 0.3793103448275862
Feature 'workclass' - Category: 'Federal-gov': count 188, precision 0.85, recall 0.25, fbeta: 0.3863636363636363
Feature 'workclass' - Category: 'Without-pay': count 4, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'workclass' - Category: 'Never-worked': count 3, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'education' - Category: 'Bachelors': count 1034, precision 0.865546218487395, recall 0.25183374083129584, fbeta: 0.39015151515151514
Feature 'education' - Category: 'HS-grad': count 2081, precision 0.5905511811023622, recall 0.2180232558139535, fbeta: 0.31847133757961776
Feature 'education' - Category: 'Some-college': count 1454, precision 0.5982142857142857, recall 0.2375886524822695, fbeta: 0.34010152284263956
Feature 'education' - Category: '5th-6th': count 58, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'education' - Category: 'Assoc-acdm': count 238, precision 0.7916666666666666, recall 0.3114754098360656, fbeta: 0.4470588235294118
Feature 'education' - Category: '7th-8th': count 125, precision 0.3333333333333333, recall 0.16666666666666666, fbeta: 0.2222222222222222
Feature 'education' - Category: 'Masters': count 349, precision 0.8933333333333333, recall 0.3621621621621622, fbeta: 0.5153846153846153
Feature 'education' - Category: '10th': count 198, precision 0.4444444444444444, recall 0.23529411764705882, fbeta: 0.30769230769230765
Feature 'education' - Category: 'Doctorate': count 82, precision 0.9545454545454546, recall 0.3684210526315789, fbeta: 0.5316455696202531
Feature 'education' - Category: 'Assoc-voc': count 297, precision 0.5625, recall 0.24324324324324326, fbeta: 0.339622641509434
Feature 'education' - Category: 'Prof-school': count 114, precision 0.9428571428571428, recall 0.375, fbeta: 0.5365853658536585
Feature 'education' - Category: '11th': count 261, precision 0.4, recall 0.23529411764705882, fbeta: 0.29629629629629634
Feature 'education' - Category: '9th': count 92, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'education' - Category: '1st-4th': count 33, precision 0.5, recall 0.5, fbeta: 0.5
Feature 'education' - Category: '12th': count 87, precision 0.3333333333333333, recall 0.125, fbeta: 0.18181818181818182
Feature 'education' - Category: 'Preschool': count 10, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'marital-status' - Category: 'Never-married': count 2130, precision 0.3875, recall 0.3163265306122449, fbeta: 0.3483146067415731
Feature 'marital-status' - Category: 'Married-civ-spouse': count 3004, precision 0.8349514563106796, recall 0.2592313489073097, fbeta: 0.3956296722254169
Feature 'marital-status' - Category: 'Divorced': count 881, precision 0.5384615384615384, recall 0.3146067415730337, fbeta: 0.39716312056737585
Feature 'marital-status' - Category: 'Widowed': count 201, precision 0.35714285714285715, recall 0.23809523809523808, fbeta: 0.2857142857142857
Feature 'marital-status' - Category: 'Separated': count 212, precision 0.3076923076923077, recall 0.36363636363636365, fbeta: 0.33333333333333337
Feature 'marital-status' - Category: 'Married-spouse-absent': count 78, precision 1.0, recall 0.3333333333333333, fbeta: 0.5
Feature 'marital-status' - Category: 'Married-AF-spouse': count 7, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'occupation' - Category: 'Tech-support': count 185, precision 0.8235294117647058, recall 0.2857142857142857, fbeta: 0.42424242424242414
Feature 'occupation' - Category: '?': count 338, precision 0.3333333333333333, recall 0.2, fbeta: 0.25
Feature 'occupation' - Category: 'Craft-repair': count 844, precision 0.5633802816901409, recall 0.20833333333333334, fbeta: 0.3041825095057034
Feature 'occupation' - Category: 'Protective-serv': count 135, precision 0.8333333333333334, recall 0.3, fbeta: 0.4411764705882353
Feature 'occupation' - Category: 'Other-service': count 640, precision 0.375, recall 0.1875, fbeta: 0.25
Feature 'occupation' - Category: 'Adm-clerical': count 747, precision 0.46511627906976744, recall 0.20408163265306123, fbeta: 0.28368794326241137
Feature 'occupation' - Category: 'Exec-managerial': count 828, precision 0.9264705882352942, recall 0.3324538258575198, fbeta: 0.4893203883495146
Feature 'occupation' - Category: 'Prof-specialty': count 822, precision 0.8257575757575758, recall 0.2906666666666667, fbeta: 0.4299802761341223
Feature 'occupation' - Category: 'Sales': count 682, precision 0.7407407407407407, recall 0.22346368715083798, fbeta: 0.3433476394849785
Feature 'occupation' - Category: 'Transport-moving': count 352, precision 0.7241379310344828, recall 0.2916666666666667, fbeta: 0.4158415841584159
Feature 'occupation' - Category: 'Handlers-cleaners': count 287, precision 0.35714285714285715, recall 0.23809523809523808, fbeta: 0.2857142857142857
Feature 'occupation' - Category: 'Farming-fishing': count 218, precision 0.375, recall 0.125, fbeta: 0.1875
Feature 'occupation' - Category: 'Priv-house-serv': count 22, precision 1.0, recall 1.0, fbeta: 1.0
