Feature 'workclass' - Category: 'Private': count 4562, precision 0.6935933147632312, recall 0.24776119402985075, fbeta: 0.3651026392961877
Feature 'native-country' - Category: 'Cambodia': count 4, precision 1.0, recall 0.5, fbeta: 0.6666666666666666
Feature 'native-country' - Category: 'Honduras': count 1, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Ecuador': count 5, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Nicaragua': count 7, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Hong': count 6, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Japan': count 11, precision 1.0, recall 0.14285714285714285, fbeta: 0.25
Feature 'native-country' - Category: 'Yugoslavia': count 2, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Trinadad&Tobago': count 2, precision 1.0, recall 0.0, fbeta: 0.0
Feature 'native-country' - Category: 'Scotland': count 1, precision 1.0, recall 1.0, fbeta: 1.0
Feature 'native-country' - Category: 'Outlying-US(Guam-USVI-etc)': count 3, precision 1.0, recall 1.0, fbeta: 1.0
